[1/11/23, 3:41:34 p. m.] Gen Filtrada: ‎Los mensajes y las llamadas están cifrados de extremo a extremo. Solo las personas en este chat pueden leerlos, escucharlos o compartirlos.
[1/11/23, 3:41:34 p. m.] Venegas: ‎Venegas creó este grupo.
[2/9/24, 6:32:35 p. m.] Juan Pablo M.: soy ese
‎[2/9/24, 6:34:46 p. m.] Venegas: ‎sticker omitido
[2/9/24, 6:34:55 p. m.] Dixon Montero: JAJAJA carepicha
[2/9/24, 6:35:28 p. m.] Javier Hernández: Si llevan acompañante me avisan, para reservar todo
[2/9/24, 6:35:29 p. m.] Ashley Padilla: #estafador
‎[2/9/24, 6:35:44 p. m.] Venegas: ‎imagen omitida
‎[2/9/24, 6:36:10 p. m.] Juan Pablo M.: ‎sticker omitido
[2/9/24, 6:40:16 p. m.] Venegas: JAJAJAJ
[2/9/24, 6:40:17 p. m.] Venegas: Gracias
[3/9/24, 9:04:22 a. m.] Javier Hernández: Hola! Alguien más va y no se ha apuntado? Es para hacer la reservación
[3/9/24, 10:19:22 a. m.] Gerard: Justo par verdad?
[3/9/24, 1:17:40 p. m.] Dixon Montero: ‎ENCUESTA:
Hoy voy a hacer empanadas de papa, con fresco, por si gustan, las estaría llevando durante o después de estadística. Precio: ₡1000
‎OPCIÓN: Yo quiero (6 votos)
‎OPCIÓN: No gracias (0 votos)
[3/9/24, 1:49:05 p. m.] Javier Hernández: Hola la buenas tardes, Las restricciones de la promo es que no se pueden repartir los heats, solo se venden 2 promos por persona y no se aplica para grupos mayores a 5 personas(Lunes y miércoles)
[3/9/24, 1:49:06 p. m.] Javier Hernández: Por esta razón no se podría reservar 16 personas
[3/9/24, 1:49:18 p. m.] Javier Hernández: Posiblemente vamos a tener que hacer 4 reservaciones
[3/9/24, 1:49:26 p. m.] Javier Hernández: 4 personas distintas
[3/9/24, 1:49:27 p. m.] Javier Hernández: Yo hago una
[3/9/24, 1:49:44 p. m.] Javier Hernández: Pero aún no, va
[3/9/24, 2:06:54 p. m.] Javier Hernández: Ahora si, ya resolví 🫡
Debemos hacer grupos de 4, y cada grupo reservar (no hay que pagar aún)
‎[3/9/24, 2:07:00 p. m.] Javier Hernández: ‎Tarjeta de contacto omitida
[3/9/24, 2:07:04 p. m.] Javier Hernández: Ese es el número
[3/9/24, 2:07:19 p. m.] Javier Hernández: Yo reservé 2:30
[3/9/24, 2:07:36 p. m.] Javier Hernández: Reserven 3:00, 3:30 y 4:00
[3/9/24, 2:16:38 p. m.] Gerard: ‎Se eliminó este mensaje.
[3/9/24, 2:18:33 p. m.] Javier Hernández: O mejor digan que son del grupo de Javier y que ellos nos acomoden 😎
[3/9/24, 2:22:11 p. m.] Gerard: @50687068012
[3/9/24, 2:22:18 p. m.] Gerard: @50683719948
[3/9/24, 2:22:29 p. m.] Gerard: @50663600334
[3/9/24, 2:22:42 p. m.] Gerard: @50685670529
[3/9/24, 2:23:15 p. m.] Gerard: No quiero etiquetar a todos
[3/9/24, 2:23:19 p. m.] Gerard: Pero reserven
[3/9/24, 2:23:29 p. m.] Gerard: Cuidado se quedan sin campo 🫣
[3/9/24, 2:23:42 p. m.] Sofía Bocker: Pero sí reservamos a una hora específica?
[3/9/24, 2:27:21 p. m.] Dixon Montero: Primero debimos haber confirmado los grupos
[3/9/24, 2:27:24 p. m.] Dixon Montero: 🙄
[3/9/24, 2:27:25 p. m.] Sofía Bocker: Qué grupos ya se formaron?
[3/9/24, 2:28:06 p. m.] Javier Hernández: Yo ya reservé para Gerard, Juanpa, Corella y yo
[3/9/24, 2:28:26 p. m.] Gerard: No, a eso se refiere que formen grupos y haya uno encargado de reservar
[3/9/24, 2:29:01 p. m.] Javier Hernández: Digan que son parte del grupo de Javier y que lo más seguido de las 2:30
[3/9/24, 2:29:03 p. m.] Gerard: Porque a Javi le dijeron máximo 5
‎[3/9/24, 2:31:51 p. m.] Javier Hernández: ‎imagen omitida
[3/9/24, 2:33:13 p. m.] ~ Paula 🐨: Es una carrera solo con 4 carros ?
[3/9/24, 2:34:47 p. m.] Dixon Montero: Grupo 1:
Juanpa, Corella, Javi, Gerard

Grupo 2: Dixon, Andrea, Sofi, Tavo

Grupo 3: Fabián, Laura, Marco, Luis

Grupo 4: Alejandro, Paula, Eyeri, Santiago
[3/9/24, 2:35:31 p. m.] Sofía Bocker: ‎Se eliminó este mensaje.
[3/9/24, 2:35:33 p. m.] Dixon Montero: Creo que ahí estarían todos
[3/9/24, 2:35:39 p. m.] Dixon Montero: Me dijeron que no va
[3/9/24, 2:35:41 p. m.] Dixon Montero: 👀
[3/9/24, 2:35:49 p. m.] Sofía Bocker: ‎Se eliminó este mensaje.
[3/9/24, 2:36:08 p. m.] Dixon Montero: Pregúntele a ver
[3/9/24, 2:36:23 p. m.] Ashley Padilla: ‎Se eliminó este mensaje.
[3/9/24, 2:38:21 p. m.] Gustavo Amador: Son max 5? porque podemos reservar diferente
[3/9/24, 2:40:29 p. m.] Javier Hernández: Pues eso no lo entendí, me dijeron máximo 5 y cuando le dije que lo íbamos a dividir me dijeron que 4
[3/9/24, 2:42:01 p. m.] Santiago Actuariales: Es que si somos 16 y hacemos grupos de 5, uno se quedaría afuera, pienso yo
[3/9/24, 2:42:12 p. m.] Dixon Montero: Exactamente
[3/9/24, 2:42:38 p. m.] Gustavo Amador: Aguebo no deben ser de 4 supongo
[3/9/24, 2:42:44 p. m.] Dixon Montero: Tan mamadas para hacer una reservación?👀
[3/9/24, 2:42:48 p. m.] Gustavo Amador: osea puedne ser menos
[3/9/24, 2:42:50 p. m.] Dixon Montero: Es lo mismo digamos
[3/9/24, 2:50:44 p. m.] Javier Hernández: Al final estos grupos son solo para reservar. Nosotros podemos dividirnos después 6-5-5 u 8-8 ‎<Se editó este mensaje.>
[3/9/24, 3:06:23 p. m.] Javier Hernández: Suave… al parecer si tienen que ser esos grupos
‎[3/9/24, 11:38:46 p. m.] Corella: ‎imagen omitida
[4/9/24, 4:19:00 p. m.] Fabian Brenes: Mejores tiempos personales
1. Javier 24.212
2. Luis 25.447
3. Marco 25.470
4. Dixon 25.551
5. Sofi 25.731
6. Corella 26.006
7. Gerard 26.060
8. Fabian 26.509
9. Ale 26.828
10. Andrea 26.857
11. Tavo 26.974
12. Santi 27.016
13. Laura 27.706
14. Paula 27.880
15. Juanpa 29.004
16. Eyeri 29.632
[4/9/24, 4:20:38 p. m.] Javier Hernández: Yo digo que otra para bajar esos tiempos 😎
‎[4/9/24, 4:34:57 p. m.] Javier Hernández: ‎imagen omitida
‎[4/9/24, 4:34:57 p. m.] Javier Hernández: ‎imagen omitida
‎[4/9/24, 4:34:57 p. m.] Javier Hernández: ‎imagen omitida
‎[4/9/24, 4:41:31 p. m.] Javier Hernández: ‎imagen omitida
‎[4/9/24, 4:41:36 p. m.] Javier Hernández: ‎imagen omitida
‎[4/9/24, 4:41:38 p. m.] Javier Hernández: ‎imagen omitida
‎[4/9/24, 4:41:39 p. m.] Javier Hernández: ‎imagen omitida
‎[4/9/24, 4:41:40 p. m.] Javier Hernández: ‎imagen omitida
‎[4/9/24, 4:41:40 p. m.] Javier Hernández: ‎imagen omitida
‎[4/9/24, 5:16:33 p. m.] Ashley Padilla: ‎imagen omitida
[4/9/24, 5:17:06 p. m.] Fabian Brenes: Felix toma apuntes para todos
‎[4/9/24, 5:17:12 p. m.] Fabian Brenes: ‎sticker omitido
‎[4/9/24, 5:18:17 p. m.] Felix: ‎sticker omitido
[4/9/24, 6:36:18 p. m.] Ashley Padilla: El profe: muchas gracias, agradezco mucho la presencia
[4/9/24, 6:38:46 p. m.] Juan Pablo M.: ish
[4/9/24, 6:39:00 p. m.] Juan Pablo M.: total
‎[4/9/24, 6:39:04 p. m.] Juan Pablo M.: ‎sticker omitido
[4/9/24, 6:41:17 p. m.] Javier Hernández: Olemos a pura mezcla jajaja
‎[4/9/24, 6:41:35 p. m.] Luis Fer Amey: Ejemplo3.2.xlsx ‎documento omitido
[4/9/24, 6:41:46 p. m.] Dixon Montero: Juanpa y Gerard proceden a dejarnos mamando por la latina
[4/9/24, 6:42:01 p. m.] Juan Pablo M.: Gerard se bajó en una parada random antes de que me bajara yo
‎[4/9/24, 6:42:02 p. m.] Javier Hernández: ‎sticker omitido
[4/9/24, 6:42:04 p. m.] Juan Pablo M.: está sospechoso
‎[4/9/24, 6:42:10 p. m.] Juan Pablo M.: ‎sticker omitido
[4/9/24, 6:42:12 p. m.] Dixon Montero: Mmmmm
[4/9/24, 6:42:16 p. m.] Dixon Montero: Cacho
[4/9/24, 6:42:35 p. m.] Ashley Padilla: What
[4/9/24, 6:42:36 p. m.] Juan Pablo M.: yo no sé, raro
[4/9/24, 6:42:44 p. m.] Juan Pablo M.: ojalá al menos no lo hayan apuñalado
[4/9/24, 7:41:19 p. m.] Sofía Bocker: ‎Se eliminó este mensaje.
[4/9/24, 7:43:18 p. m.] Javier Hernández: Y yo viéndolo 🥲
[4/9/24, 7:43:51 p. m.] Dixon Montero: Porque lo borro
‎[4/9/24, 7:43:54 p. m.] Dixon Montero: ‎sticker omitido
[4/9/24, 7:44:49 p. m.] Juan Pablo M.: sospechoso otra vez
[4/9/24, 8:03:58 p. m.] Sofía Bocker: Perdón jaja
[4/9/24, 8:04:01 p. m.] Sofía Bocker: Ya lo vuelvo a mandar
‎[4/9/24, 8:06:35 p. m.] Sofía Bocker: ‎Video omitido
[4/9/24, 9:43:56 p. m.] Corella: Acá está el de los mejores promedios personales, si hay algún error corrijanlo porque chaty aveces es medio baboso y tuve que medio ayudarle pero ajá 

1. **Javier** 25.668 🏎️  
2. **Corella** 27.081 🏎️  
3. **Luis** 27.122 🏎️  
4. **Dixon** 27.351 🏎️  
5. **Tavo** 27.909 🏎️  
6. **Gerard** 27.927 🏎️  
7. **Marco** 28.455 🏎️  
8. **Fabian** 28.570 🏎️  
9. **Ale** 29.116 🏎️  
10. **Santi** 29.864 🏎️  
11. **Sofi** 30.147 🏎️  
12. **Andrea** 30.912 🏎️  
13. **Juanpa** 31.642 🏎️  
14. **Laura** 31.665 🏎️  
15. **Paula** 35.313 🏎️  
16. **Eyeri** 38.736 🏎️
[4/9/24, 9:44:47 p. m.] Corella: Y que pereza fijarme que no haya ningún error jajaja 
Revise un par y no vi ningún error a primeras
[4/9/24, 9:48:18 p. m.] Dixon Montero: Ahh ok son los promedios
[4/9/24, 9:48:23 p. m.] Dixon Montero: No es el mejor tiempo
[4/9/24, 9:48:40 p. m.] Corella: Ajá, para tener ambos tops
[4/9/24, 9:48:40 p. m.] Juan Pablo M.: deay sí, eso dice
[4/9/24, 9:48:45 p. m.] Javier Hernández: Acá está el de los mejores tiempos
[4/9/24, 9:49:02 p. m.] Dixon Montero: Casi no cambio la formación
‎[4/9/24, 9:49:07 p. m.] Dixon Montero: ‎sticker omitido
[4/9/24, 9:49:10 p. m.] Marco Guardia: ‎ENCUESTA:
Final de semestre se repite
‎OPCIÓN: sí (14 votos)
‎OPCIÓN: si (0 votos)
[4/9/24, 9:49:48 p. m.] Corella: Juegue el 04 jajaja 
Quedó en ese top en ambas
[4/9/24, 9:50:05 p. m.] Juan Pablo M.: Ashley votaba como si hubiera ido
[4/9/24, 9:50:11 p. m.] Corella: Jajajaja
[4/9/24, 9:50:12 p. m.] Dixon Montero: Nombres lo jugue y me pateo
[4/9/24, 9:50:18 p. m.] Sofía Bocker: No apruebo, me timaron
[4/9/24, 9:50:21 p. m.] Dixon Montero: Lo jugue el viernes y cayó el sábado
[4/9/24, 9:50:23 p. m.] Juan Pablo M.: yo lo jugué y usted me estafó
‎[4/9/24, 9:50:30 p. m.] Juan Pablo M.: ‎sticker omitido
[4/9/24, 9:50:34 p. m.] Dixon Montero: 🤣🤣🤣🤣
‎[4/9/24, 9:50:35 p. m.] Corella: ‎sticker omitido
[4/9/24, 9:50:38 p. m.] Sofía Bocker: Literal jajaj
[4/9/24, 9:50:42 p. m.] Javier Hernández: Se puso la 10
[4/9/24, 9:51:21 p. m.] Corella: Estuvo ak7 hoy la verdad
[4/9/24, 9:51:44 p. m.] Juan Pablo M.: la que sigue son bolos o paintball
‎[4/9/24, 9:51:48 p. m.] Juan Pablo M.: ‎sticker omitido
[4/9/24, 9:51:59 p. m.] Ashley Padilla: Déjeme jajajaj
‎[4/9/24, 9:52:08 p. m.] Javier Hernández: ‎sticker omitido
[4/9/24, 9:52:22 p. m.] Corella: Apoyo paintball
[4/9/24, 9:52:30 p. m.] Corella: Hace rato no voy jajaja
[4/9/24, 9:52:36 p. m.] Corella: Fijo ya tengo la puntería en la piedra
[4/9/24, 9:52:36 p. m.] Dixon Montero: Cualquiera me apunto
[4/9/24, 9:52:40 p. m.] Dixon Montero: 🤩
[4/9/24, 9:52:49 p. m.] Juan Pablo M.: que ganas de matar a Dixon a pura pintura
‎[4/9/24, 9:53:00 p. m.] Ashley Padilla: ‎sticker omitido
[4/9/24, 9:53:07 p. m.] Luis Fer Amey: Apoyo la moción
‎[4/9/24, 9:53:07 p. m.] Juan Pablo M.: ‎sticker omitido
[4/9/24, 9:53:41 p. m.] Javier Hernández: Yo pongo 6 campos para paintball
[4/9/24, 9:53:47 p. m.] Javier Hernández: Ya que todos son lejos ‎<Se editó este mensaje.>
[4/9/24, 9:54:01 p. m.] Luis Fer Amey: 😂 legal
[4/9/24, 9:54:01 p. m.] Juan Pablo M.: 😘
[4/9/24, 9:54:17 p. m.] Luis Fer Amey: Mientras no vayamos a Cartago 💀
[4/9/24, 9:54:21 p. m.] Sofía Bocker: Apoyo, pero es más caro😔
[4/9/24, 9:54:32 p. m.] Ashley Padilla: A donde hay?
[4/9/24, 9:54:37 p. m.] Juan Pablo M.: paintball en jacó
[4/9/24, 9:54:38 p. m.] Corella: Me sirve jajaja
[4/9/24, 9:54:42 p. m.] Sofía Bocker: Hay uno en Heredia
‎[4/9/24, 9:54:44 p. m.] Sofía Bocker: ‎sticker omitido
[4/9/24, 9:54:50 p. m.] Juan Pablo M.: que raro
[4/9/24, 9:54:50 p. m.] Ashley Padilla: Que raro ella
‎[4/9/24, 9:54:52 p. m.] Luis Fer Amey: ‎sticker omitido
[4/9/24, 9:55:09 p. m.] Juan Pablo M.: hay uno en coronado también no¿
[4/9/24, 9:55:10 p. m.] Corella: En Alajuela creo que también hay ;)
[4/9/24, 9:55:17 p. m.] Ashley Padilla: JAJAJAJAJ
[4/9/24, 9:55:27 p. m.] Santiago Actuariales: Sí, por las Nubes, creo
[4/9/24, 9:55:31 p. m.] Juan Pablo M.: pregunto en plan serio 😔
[4/9/24, 9:55:35 p. m.] Juan Pablo M.: ve, gracias Santi
[4/9/24, 9:55:36 p. m.] Ashley Padilla: Ah era en serio
[4/9/24, 9:55:38 p. m.] Ashley Padilla: Jajajajaj
[4/9/24, 9:55:49 p. m.] Sofía Bocker: Hoy yo fui a Curridabat, los de Curridabat les toca ir a Heredia
[4/9/24, 9:55:58 p. m.] Ashley Padilla: Diay es que si pregunta Juan Pablo como me lo voy a creer
[4/9/24, 9:56:04 p. m.] Juan Pablo M.: que dicha que no soy de Curri
[4/9/24, 9:56:18 p. m.] Javier Hernández: Los de Curridabat: yo
[4/9/24, 9:56:19 p. m.] Juan Pablo M.: ni que fuera usted
[4/9/24, 9:56:25 p. m.] Ashley Padilla: Yo soy de la zona de los Santos
[4/9/24, 9:56:33 p. m.] Juan Pablo M.: yo soy de Canoas
[4/9/24, 9:56:37 p. m.] Ashley Padilla: Y vine hasta Curri
[4/9/24, 9:56:39 p. m.] Sofía Bocker: Y alrededores a la universidad jaja
[4/9/24, 9:56:45 p. m.] Luis Fer Amey: 🫣
[4/9/24, 9:57:07 p. m.] Sofía Bocker: Imagínese, ya ir a Heredia es nada entonces
‎[4/9/24, 9:58:39 p. m.] Dixon Montero: ‎sticker omitido
[4/9/24, 10:24:30 p. m.] Corella: Ya hay tarea en estadística por si no sabían 😔
‎[4/9/24, 10:24:40 p. m.] Juan Pablo M.: ‎sticker omitido
[5/9/24, 10:59:56 a. m.] Dixon Montero: ‎ENCUESTA:
Buenas, es para mi un placer informarles que hoy estaré haciendo almuerzos para entregar en aulas, el precio es de 2mil colones. Por si gustan, apuntarse en esta encuesta dado que solo hare la cantidad que me solicitan
‎OPCIÓN: Yo (1 voto)
‎OPCIÓN: No, gracias (0 votos)
‎[6/9/24, 5:52:34 p. m.] Sofía Bocker: ‎imagen omitida
[6/9/24, 5:53:01 p. m.] Juan Pablo M.: de javi
[6/9/24, 5:53:26 p. m.] Javier Hernández: Dónde estás Sofi?
[6/9/24, 5:53:27 p. m.] Javier Hernández: Jajaja
[6/9/24, 5:53:33 p. m.] Ashley Padilla: Saliendo de mate
[6/9/24, 5:53:42 p. m.] Ashley Padilla: Apunto de irnos
[6/9/24, 5:53:43 p. m.] Javier Hernández: Estoy por economía va
‎[6/9/24, 5:54:12 p. m.] Javier Hernández: ‎sticker omitido
[10/9/24, 1:20:23 p. m.] Dixon Montero: Para los que no me escucharon ayer, para hoy igual voy a hacer empanadas
[10/9/24, 1:20:32 p. m.] Dixon Montero: Tengo pensando hacer de frijol y de papa
[10/9/24, 1:20:55 p. m.] Dixon Montero: Entonces voy a poner aquí para ver cuántas van a querer de cada una
[10/9/24, 1:21:02 p. m.] Dixon Montero: Costo 1000 colones
[10/9/24, 1:21:07 p. m.] Dixon Montero: Incluye fresco
[10/9/24, 1:22:12 p. m.] Dixon Montero: ‎ENCUESTA:
Tipo de empanada
‎OPCIÓN: Papa (5 votos)
‎OPCIÓN: Frijol (4 votos)
[10/9/24, 1:22:23 p. m.] Dixon Montero: Recuerden que si no piden no llevo extra
[13/9/24, 2:47:01 p. m.] Gustavo Amador: En las bibliotecas estan regalando café :)
‎[13/9/24, 10:56:49 p. m.] Luis Fer Amey: Examen_Conti.pdf • ‎4 páginas ‎documento omitido
[13/9/24, 10:58:12 p. m.] Marco Guardia: gracias luis
‎[17/9/24, 2:28:40 a. m.] Venegas: ‎sticker omitido
[17/9/24, 2:28:45 a. m.] Venegas: Yo sé que es muy temprano
[17/9/24, 2:28:49 a. m.] Venegas: Pero cadena de oración
[17/9/24, 2:28:57 a. m.] Venegas: 😂😂😂😂
‎[17/9/24, 2:29:04 a. m.] Dixon Montero: ‎sticker omitido
‎[17/9/24, 2:29:06 a. m.] Venegas: ‎sticker omitido
‎[17/9/24, 2:29:09 a. m.] Juan Pablo M.: ‎sticker omitido
‎[17/9/24, 2:29:37 a. m.] Ashley Padilla: ‎sticker omitido
‎[17/9/24, 2:30:08 a. m.] Javier Hernández: ‎sticker omitido
[17/9/24, 2:32:07 a. m.] Dixon Montero: ‎Se eliminó este mensaje.
[18/9/24, 10:28:19 a. m.] Santiago Actuariales: Hola, se abrió un concurso de 4 horas asistente para un proyecto del CIMPA en donde está Maikol, el me pidió que lo compartiera, entonces, si hubiera algún interesado les dejo el link:
https://www.facebook.com/photo/?fbid=1050492673749532&set=pcb.1050495523749247
[18/9/24, 11:35:01 a. m.] Venegas: JAJAJAJAJAJAA
[18/9/24, 1:30:41 p. m.] Venegas: ifigenia
[18/9/24, 2:57:02 p. m.] Venegas: Maes
[18/9/24, 2:57:09 p. m.] Venegas: Alguno tiene el enunciado del examen
[18/9/24, 2:57:11 p. m.] Venegas: Qué las rote
[18/9/24, 2:57:12 p. m.] Venegas: Plis
‎[18/9/24, 2:58:16 p. m.] Ashley Padilla: ‎imagen omitida
‎[18/9/24, 2:58:38 p. m.] Ashley Padilla: ‎imagen omitida
‎[18/9/24, 2:58:46 p. m.] Ashley Padilla: ‎imagen omitida
[18/9/24, 7:47:04 p. m.] Venegas: *CÓMO QUE LA PROFE VA A BUSCAR LA FORMULITA*
[18/9/24, 7:47:06 p. m.] Venegas: NO SE LA SABE?
[18/9/24, 7:47:12 p. m.] Venegas: Puta sal
[18/9/24, 7:47:23 p. m.] Venegas: Ganas de dejarle caer un yunke en el dedo chiquito del pie
[20/9/24, 10:27:21 a. m.] Gustavo Amador: Intervalos de credibilidad no entra?
Como está en el mismo doc...
[20/9/24, 10:39:49 a. m.] Venegas: Mmmmm
[20/9/24, 10:39:55 a. m.] Venegas: Mae yo pensaría que sí Tato
[20/9/24, 10:39:58 a. m.] Venegas: Tavo**
[20/9/24, 10:40:02 a. m.] Venegas: Porque es de Bayes igual
[20/9/24, 10:40:07 a. m.] Venegas: Pero no sé
[20/9/24, 10:40:16 a. m.] Venegas: Igual me lo voy a estudiar por si las bromas
‎[21/9/24, 6:20:30 p. m.] Venegas: ‎imagen omitida
‎[23/9/24, 7:12:03 p. m.] Venegas: ‎imagen omitida
[23/9/24, 7:12:11 p. m.] Venegas: No voy a decir quién es
[24/9/24, 6:34:51 p. m.] Venegas: Gustavo: Nunca lo había escuchado
Kemly el semestre pasado contando eso:
‎[24/9/24, 6:34:54 p. m.] Venegas: ‎sticker omitido
[24/9/24, 7:38:42 p. m.] Gustavo Amador: De que era esto?
[24/9/24, 7:45:31 p. m.] Venegas: Felix lleveme😔
[24/9/24, 7:45:54 p. m.] Luis Fer Amey: Que nos lleve 🫠
[24/9/24, 7:46:45 p. m.] Juan Pablo M.: x3
[24/9/24, 7:46:51 p. m.] Venegas: Mae di
[24/9/24, 7:46:56 p. m.] Venegas: Pero vimos Todo el tema en una clase
[24/9/24, 7:46:58 p. m.] Venegas: Speed run
[24/9/24, 7:47:12 p. m.] Juan Pablo M.: hoy vimos todo Conti I en dos horas 🥰
‎[24/9/24, 7:57:06 p. m.] Felix: ‎sticker omitido
[25/9/24, 8:06:40 p. m.] Luis Fer Amey: como que las clases virtuales van convergiendo a 0
[25/9/24, 8:07:06 p. m.] Juan Pablo M.: efectivamente
[25/9/24, 8:07:21 p. m.] Marco Guardia: video>clase virtual
[25/9/24, 8:07:30 p. m.] Venegas: Honestamente hoy no explicó tan mal
[25/9/24, 8:07:35 p. m.] Venegas: Factos
[25/9/24, 8:07:59 p. m.] Ashley Padilla: Hasta podría decir que me gustó jajaja
[25/9/24, 8:08:02 p. m.] Venegas: En plan, le entendí, solo lo de Thiele, me dejó con el culo torcido
[25/9/24, 8:08:12 p. m.] Venegas: Mmmm no sé
[25/9/24, 8:08:20 p. m.] Venegas: Es que la vara está tan abajo
[25/9/24, 8:08:23 p. m.] Venegas: Que da una clase regular
[25/9/24, 8:08:24 p. m.] Ashley Padilla: Por eso
[25/9/24, 8:08:25 p. m.] Venegas: y parece buena
[25/9/24, 8:08:26 p. m.] Venegas: KJAKJSAKJSAKJSAKJSAS
[25/9/24, 8:08:40 p. m.] Juan Pablo M.: mjm
[25/9/24, 8:09:05 p. m.] Venegas: Pero bueno, por dicha fue corta, la verdad
[28/9/24, 5:33:25 p. m.] Alejandro Brenes: ‎Cambió tu código de seguridad con Alejandro.
[30/9/24, 11:20:54 a. m.] Venegas: Ya encontraron la identidad del mae de la bomba
[30/9/24, 11:20:56 a. m.] Venegas: De hecho
[30/9/24, 11:20:59 a. m.] Venegas: Lo han llamado
[30/9/24, 11:21:01 a. m.] Venegas: y no contesta
‎[30/9/24, 11:21:04 a. m.] Venegas: ‎imagen omitida
[30/9/24, 11:21:06 a. m.] Venegas: Si lo ven corran
[30/9/24, 11:21:09 a. m.] Venegas: POR FAVOR
[30/9/24, 11:21:31 a. m.] Venegas: Dicen que la bomba tiene este aspecto
‎[30/9/24, 11:21:32 a. m.] Venegas: ‎imagen omitida
[30/9/24, 11:29:45 a. m.] Venegas: Atentado en la UCR, posible bomba 
Mi profe:
‎[30/9/24, 11:29:46 a. m.] Venegas: ‎imagen omitida
‎[30/9/24, 11:29:55 a. m.] Venegas: ‎imagen omitida
‎[30/9/24, 11:31:01 a. m.] Luis Fer Amey: ‎imagen omitida
[30/9/24, 11:31:26 a. m.] Venegas: Fue Lucía Arias
[30/9/24, 11:31:28 a. m.] Venegas: Tranquilo pa
[30/9/24, 11:31:30 a. m.] Venegas: No se asuste
[30/9/24, 11:31:31 a. m.] Juan Pablo M.: culpa de liberación
‎[30/9/24, 11:31:34 a. m.] Juan Pablo M.: ‎sticker omitido
[30/9/24, 11:31:34 a. m.] Venegas: Nos dijo COmunistas
[30/9/24, 11:31:35 a. m.] Venegas: KJASJKAKJSAJKS
[30/9/24, 11:31:38 a. m.] Venegas: Lo normal
[30/9/24, 11:31:47 a. m.] Venegas: No espero menos de Ash mandando un contra hacking
[30/9/24, 11:31:58 a. m.] Venegas: Para "LA LIBERACIÓN ES HOY"
[30/9/24, 11:32:00 a. m.] Venegas: KJAJKSAKSAS
[30/9/24, 11:32:10 a. m.] Juan Pablo M.: guerra civil 2?
[30/9/24, 11:32:22 a. m.] Juan Pablo M.: ojalá, así cancelan los exámenes de esta semana
‎[30/9/24, 11:33:03 a. m.] Venegas: ‎imagen omitida
[30/9/24, 11:33:05 a. m.] Venegas: Ah pero Bermudez
‎[30/9/24, 11:33:11 a. m.] Venegas: ‎imagen omitida
[30/9/24, 11:33:13 a. m.] Venegas: Juanga:
‎[30/9/24, 11:33:14 a. m.] Venegas: ‎imagen omitida
[30/9/24, 11:33:22 a. m.] Venegas: Alvaro con FUCKING *EXAMEN*
‎[30/9/24, 11:33:23 a. m.] Venegas: ‎imagen omitida
[30/9/24, 11:34:16 a. m.] Venegas: Ifegnia viendo si mañana puede no dar clases
‎[30/9/24, 11:34:34 a. m.] Venegas: ‎sticker omitido
[30/9/24, 11:34:52 a. m.] Venegas: Mientras tanto Javi en el examen de Instrumentos
‎[30/9/24, 11:34:54 a. m.] Venegas: ‎sticker omitido
[30/9/24, 11:35:32 a. m.] Venegas: Ifigenia cuando Luis le preguntó si la B_T es de Browniano:
‎[30/9/24, 11:35:33 a. m.] Venegas: ‎sticker omitido
[30/9/24, 11:35:40 a. m.] Venegas: No sé, no me lo dijo Kemly
[30/9/24, 11:35:41 a. m.] Venegas: KJASJAKJSAJKSAJKSAS
[30/9/24, 11:35:45 a. m.] Javier Hernández: Ifigenia intentando tener una semana más para revisar exámenes (desde 0, no ha empezado)
‎[30/9/24, 11:36:50 a. m.] Javier Hernández: ‎sticker omitido
[30/9/24, 11:37:00 a. m.] Corella: JAJAJAJA
‎[30/9/24, 11:37:09 a. m.] Juan Pablo M.: ‎sticker omitido
[30/9/24, 11:37:22 a. m.] Venegas: Lo asaltaron ahí JP morgan
[30/9/24, 11:37:46 a. m.] Juan Pablo M.: hasta el paréntesis
[30/9/24, 11:37:52 a. m.] Venegas: JAKJSKJASKJASJKASKJASAS
[30/9/24, 11:49:52 a. m.] Venegas: ‎ENCUESTA:
Qué prefieren?
‎OPCIÓN: Que los explote la bomba☠️💣 (0 votos)
‎OPCIÓN: Que los explote Álvaron en el examen🫦 (6 votos)
[30/9/24, 11:53:40 a. m.] Javier Hernández: De paso puede que termine en Europa
[30/9/24, 11:55:22 a. m.] Venegas: Evacúan a todos en generales, aulas y la monge
[30/9/24, 11:55:30 a. m.] Venegas: El mae que estaba cagando en el baño de monge
‎[30/9/24, 11:55:32 a. m.] Venegas: ‎sticker omitido
[30/9/24, 11:55:40 a. m.] Venegas: gerard recién despierto
‎[30/9/24, 11:55:41 a. m.] Venegas: ‎sticker omitido
[30/9/24, 11:55:46 a. m.] Gerard: Y por qué no incluyeron mate en el mensaje? 😪
‎[30/9/24, 11:55:53 a. m.] Javier Hernández: ‎imagen omitida
[30/9/24, 11:56:13 a. m.] Venegas: A quién le importa mate pa?
[30/9/24, 11:56:14 a. m.] Venegas: Jajajaja
‎[30/9/24, 11:56:31 a. m.] Javier Hernández: ‎imagen omitida
‎[30/9/24, 12:29:57 p. m.] Venegas: ‎audio omitido
‎[30/9/24, 2:04:03 p. m.] Venegas: ‎imagen omitida
[30/9/24, 2:04:21 p. m.] Juan Pablo M.: ese es personal ah
[30/9/24, 2:04:38 p. m.] Venegas: Sí
